,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta
0,44400034000000,321.6666666666667,10.816666666666668,316.665,0.21960450947982796,-0.5853141468719514
1,44400035000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
2,44400040000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
3,44400114000000,323.0,11.570000000000002,316.665,0.21742476049610762,-0.611873346509384
4,44400117000000,322.5,11.25,316.67,0.21738319991109106,-0.6023107182534737
5,44400119000000,322.9166666666667,11.533333333333333,316.67,0.21797488725943245,-0.6098689424796966
6,44400120000000,321.6666666666667,10.783333333333331,316.67,0.2187510952599397,-0.5856405860763303
7,44400121000000,322.5,11.260714285714286,316.67,0.21768701927113582,-0.6021372799307478
8,44400122000000,322.88461538461536,11.507692307692308,316.665,0.2177359614936952,-0.6095032670984324
9,44400123000000,321.875,10.91875,316.665,0.21889068996089006,-0.5896571500745296
10,44400126000000,321.875,10.95625,316.665,0.2199455614106446,-0.5891162587539078
11,44400127000000,322.0,11.010000000000002,316.665,0.2192949281960004,-0.5918327805279233
12,44400143000000,322.5,11.283333333333333,316.665,0.21824298989092297,-0.6019176805738269
13,44400144000000,322.5,11.3,316.665,0.21871546582739862,-0.6016497740669813
14,44400146000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
15,44400155000000,322.5,11.324999999999998,316.665,0.2194240218035921,-0.601249864847464
16,44400164000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
17,44400165000000,322.5,11.274999999999999,316.665,0.2180067201169649,-0.6020520265417773
18,44400167000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
19,44400172000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
20,44400174000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
21,44400193000000,322.5,11.3,316.665,0.21871546582739862,-0.6016497740669813
22,44400198000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
23,44400205000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
24,44400215000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
25,44400225000000,322.5,11.3125,316.665,0.219069767409023,-0.6014495280106225
26,44400234000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
27,44400239000000,321.6666666666667,10.816666666666668,316.665,0.21960450947982796,-0.5853141468719514
28,44400246000000,322.5,11.3,316.665,0.21871546582739862,-0.6016497740669813
29,44400266000000,322.5,11.274999999999999,316.665,0.2180067201169649,-0.6020520265417773
30,44400270000000,322.5,11.274999999999999,316.665,0.2180067201169649,-0.6020520265417773
31,44400274000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
32,44400276000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
33,44400304000000,322.5,11.85,316.665,0.23426311665680777,-0.5933545086908687
34,44400324000000,322.5,11.274999999999999,316.665,0.2180067201169649,-0.6020520265417773
35,44400331000000,322.5,11.274999999999999,316.665,0.2180067201169649,-0.6020520265417773
36,44400349000000,322.5,11.3,316.665,0.21871546582739862,-0.6016497740669813
37,44400360000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
38,44400395000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
39,44400424000000,322.5,11.85,316.665,0.23426311665680777,-0.5933545086908687
40,44400468000000,322.5,11.25,316.665,0.21729778268279323,-0.6024566458370906
41,44400501000000,322.6666666666667,11.386666666666665,316.675,0.21837902199829454,-0.6048066692341258
42,44400502000000,322.04545454545456,11.10909090909091,316.6850000000002,0.22163026197511485,-0.5910952414442505
43,44400503000000,322.741935483871,11.429032258064519,316.68500000000006,0.21840859952168476,-0.606020756458836
44,44400507000000,321.6666666666667,10.805555555555555,316.675,0.21945693465518903,-0.5851929469224082
45,44400508000000,322.5,11.25,316.675,0.21746858673297034,-0.602164906155167
46,44400509000000,322.22222222222223,11.13888888888889,316.675,0.21922288436440365,-0.5959050158546475
