,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta
0,52500143000000,322.5,10.7375,317.36,0.21453286347344852,-0.5903561854648132
1,52500246000000,322.5,10.675,317.36,0.21277711951650888,-0.5912864321008016
2,52500259000000,322.8125,10.90208333333333,317.3599999999999,0.21373501237138648,-0.5968655419394508
3,52500260000000,322.67857142857144,10.825000000000003,317.35999999999996,0.21389983799254042,-0.5941700788184789
4,52500261000000,322.89473684210526,10.942105263157895,317.35999999999996,0.21342239746479158,-0.5986390850393875
5,52500263000000,323.0,11.02,317.36000000000007,0.21376968640023306,-0.600484725606254
6,52500264000000,322.5,10.70625,317.36000000000007,0.21365511216150995,-0.5908195999658084
7,52500265000000,322.5,10.716666666666667,317.36000000000007,0.2139477225909295,-0.590664750852099
8,52500268000000,322.5,10.7375,317.36,0.21453286347344852,-0.5903561854648132
9,52500296000000,322.5,10.7375,317.36,0.21453286347344852,-0.5903561854648132
10,52500319000000,322.5,10.7375,317.36,0.21453286347344852,-0.5903561854648132
11,52500437000000,322.5,10.675,317.36,0.21277711951650888,-0.5912864321008016
12,52500461000000,322.5,10.714285714285714,317.36000000000007,0.2138808425650076,-0.5907001115398103
13,52500462000000,322.85714285714283,10.935714285714285,317.35999999999996,0.21390169611471416,-0.5976397075846407
14,52500463000000,322.5,10.690000000000001,317.36000000000007,0.21319858630499025,-0.5910619234256842
15,52500464000000,323.0,10.999999999999998,317.36000000000007,0.2132043841848168,-0.6008085248156547
16,52500466000000,322.5,10.675,317.36,0.21277711951650888,-0.5912864321008016
17,52500470000000,322.5,10.708333333333334,317.36000000000007,0.21371363638879146,-0.5907885998155393
18,52501092000000,322.77777777777777,10.87777777777778,317.3349999999999,0.21323645394959623,-0.5969622370050054
19,52501093000000,322.5,10.735714285714284,317.335,0.21406784135819604,-0.5910966189685674
20,52501094000000,322.5,10.88157894736842,317.335,0.218163861689984,-0.5889599300520132
21,52501095000000,323.25,11.1575,317.335,0.21279758151176673,-0.6063904738589088
22,52501096000000,323.05555555555554,11.044444444444444,317.335,0.21305366062678366,-0.602468553922364
23,52501098000000,322.5,10.709999999999999,317.335,0.21334522080558677,-0.5914808868132226
24,52501101000000,322.5,10.700000000000001,317.335,0.213064156991081,-0.5916309540571874
25,52501102000000,323.2142857142857,11.135714285714286,317.335,0.21281730620503322,-0.6056866556841456
26,52501104000000,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874
