,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta,Mid_price_diff,Bid_time_diff,Mid_IV_diff,Mid_price_ret,Mid_IV_diff_sign
2,52500260.0,322.67857142857144,10.825000000000003,317.35999999999996,0.21389983799254042,-0.5941700788184789,-0.07708333333332718,1.0,0.00016482562115394117,-0.007095628581717142,1.0
4,52500263.0,323.0,11.02,317.36000000000007,0.21376968640023306,-0.600484725606254,0.07789473684210435,2.0,0.00034728893544147543,0.0070935880272416105,1.0
6,52500265.0,322.5,10.716666666666667,317.36000000000007,0.2139477225909295,-0.590664750852099,0.010416666666666075,1.0,0.0002926104294195542,0.0009724789252256675,1.0
7,52500268.0,322.5,10.7375,317.36,0.21453286347344852,-0.5903561854648132,0.020833333333333925,3.0,0.0005851408825190141,0.001942125294855062,1.0
9,52500461.0,322.5,10.714285714285714,317.36000000000007,0.2138808425650076,-0.5907001115398103,0.039285714285712814,24.0,0.0011037230484987337,0.0036734053663086672,1.0
10,52500462.0,322.85714285714283,10.935714285714285,317.35999999999996,0.21390169611471416,-0.5976397075846407,0.22142857142857153,1.0,2.0853549706545405e-05,0.020456008567382264,1.0
12,52500464.0,323.0,10.999999999999998,317.36000000000007,0.2132043841848168,-0.6008085248156547,0.30999999999999694,1.0,5.797879826546781e-06,0.02858654776141648,1.0
14,52500470.0,322.5,10.708333333333334,317.36000000000007,0.21371363638879146,-0.5907885998155393,0.033333333333333215,4.0,0.0009365168722825779,0.0031176954325859312,1.0
16,52501093.0,322.5,10.735714285714284,317.335,0.21406784135819604,-0.5910966189685674,-0.142063492063496,1.0,0.0008313874085998096,-0.01314600505657546,1.0
17,52501094.0,322.5,10.88157894736842,317.335,0.218163861689984,-0.5889599300520132,0.14586466165413547,1.0,0.004096020331787964,0.013495387593690155,1.0
19,52501096.0,323.05555555555554,11.044444444444444,317.335,0.21305366062678366,-0.602468553922364,-0.11305555555555635,1.0,0.0002560791150169328,-0.01018438119497901,1.0
20,52501098.0,322.5,10.709999999999999,317.335,0.21334522080558677,-0.5914808868132226,-0.3344444444444452,2.0,0.00029156017880310747,-0.030749651866651642,1.0
23,52501104.0,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874,-0.43571428571428683,2.0,0.00024685078604774757,-0.03991370498061188,1.0
24,52501142.0,322.5,10.725000000000001,317.335,0.21376676951075346,-0.5912564481358906,0.02500000000000213,38.0,0.0007026125196724908,0.0023337233462203183,1.0
27,52501155.0,322.5,10.6875,317.335,0.21271279177459645,-0.5918190372703691,0.01249999999999929,1.0,0.0003514047977006274,0.0011702751481902445,1.0
29,52501159.0,322.5,10.775,317.335,0.21517152862827627,-0.5905140007121723,0.09999999999999964,1.0,0.002810141651380438,0.009324076875123244,1.0
31,52501163.0,322.5,10.725000000000001,317.335,0.21376676951075346,-0.5912564481358906,0.02500000000000213,1.0,0.0007026125196724908,0.0023337233462203183,1.0
33,52501174.0,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874,0.049999999999998934,3.0,0.001405699192434523,0.004683849312426216,1.0
35,52501191.0,323.3333333333333,11.233333333333334,317.335,0.2134589720334395,-0.6076040318289344,0.5583333333333336,4.0,0.0010975850565436707,0.05098098957551815,1.0
36,52501200.0,322.5,10.716666666666667,317.335,0.21353258273482773,-0.5913810384079454,-0.5166666666666675,9.0,7.3610701388227e-05,-0.04708538667468774,1.0
37,52501205.0,322.5,10.758333333333333,317.335,0.21470334405410194,-0.5907605182703612,0.041666666666666075,5.0,0.0011707613192742106,0.003880486049077814,1.0
39,52501212.0,323.125,11.075000000000001,317.335,0.21268645789137472,-0.604031898245605,-0.11666666666666714,6.0,0.00041122291098585895,-0.010479137809992262,1.0
40,52501217.0,322.5,10.725,317.335,0.21376676951075338,-0.5912564481359794,-0.3500000000000014,5.0,0.00108031161937866,-0.03211285111711876,1.0
42,52501223.0,322.5,10.725,317.335,0.21376676951075338,-0.5912564481359794,-0.466666666666665,5.0,0.0014915345303646022,-0.04259198892711075,1.0
44,52501228.0,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874,0.01249999999999929,1.0,0.00035136521648451713,0.00116890720498174,1.0
46,52501261.0,322.5,10.725,317.335,0.21376676951075338,-0.5912564481359794,0.049999999999998934,32.0,0.001405382533857552,0.004672905699392423,1.0
47,52501262.0,322.5,10.733333333333334,317.335,0.21400093897038558,-0.5911321018020388,0.008333333333334636,1.0,0.0002341694596321997,0.0007766990681724199,1.0
48,52501271.0,322.5,10.75,317.335,0.21446922618208272,-0.5908841376815133,0.01666666666666572,9.0,0.0004682872116971437,0.00155159069141885,1.0
52,52501435.0,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874,-0.5000000000000018,11.0,0.0005521261068209549,-0.04567003683318855,1.0
53,52501436.0,322.5,10.75,317.335,0.21446922618208272,-0.5908841376815133,0.05000000000000071,1.0,0.001405069191001751,0.004662013105811371,1.0
56,52501609.0,322.77777777777777,10.916666666666666,317.335,0.2143329095532658,-0.5963537668703722,0.24166666666666536,71.0,0.001971522576369983,0.02238611429846279,1.0
58,52501826.0,322.5,10.725000000000001,317.335,0.21376676951075346,-0.5912564481358906,0.02500000000000213,216.0,0.0007026125196724908,0.0023337233462203183,1.0
59,52501864.0,322.5,10.733333333333334,317.335,0.21400093897038558,-0.5911321018020388,0.00833333333333286,38.0,0.00023416945963211644,0.000776699068172198,1.0
61,52501991.0,322.5,10.75,317.335,0.21446922618208272,-0.5908841376815133,0.05000000000000071,3.0,0.001405069191001751,0.004662013105811371,1.0
63,52502072.0,322.5,10.75,317.335,0.21446922618208272,-0.5908841376815133,0.05000000000000071,78.0,0.001405069191001751,0.004662013105811371,1.0
65,52502236.0,322.2093023255814,10.55232558139535,317.34499999999986,0.21407927055976314,-0.5852134021888666,-0.14767441860464992,88.0,0.0010151135686821688,-0.013897471582362288,1.0
68,52502257.0,322.5,10.7,317.345,0.2132303931805557,-0.5913433105582122,0.02499999999999858,2.0,0.0007026269484926018,0.0023391823531720194,1.0
69,52502287.0,322.5,10.708333333333334,317.345,0.21346456731895755,-0.5912186264001917,0.008333333333334636,30.0,0.0002341741384018492,0.0007785130794138837,1.0
71,52502317.0,322.5,10.6875,317.345,0.21287909936364752,-0.5915307969940997,0.01249999999999929,25.0,0.00035133313158441926,0.0011702751481902445,1.0
72,52502332.0,322.5,10.7,317.345,0.2132303931805557,-0.5913433105582122,0.01249999999999929,15.0,0.0003512938169081825,0.00116890720498174,1.0
74,52502418.0,322.5,10.7,317.345,0.2132303931805557,-0.5913433105582122,0.016666666666663943,3.0,0.0004684004822413379,0.001558846769290878,1.0
75,52502464.0,322.3255813953488,10.626744186046507,317.3400000000001,0.21409390127806438,-0.5875795645914117,-0.07325581395349268,46.0,0.0008635080975086806,-0.006869881443212661,1.0
76,52502492.0,322.5,10.75,317.3400000000001,0.2145522169601741,-0.5907414414287437,0.12325581395349339,28.0,0.00045831568210971674,0.011531894549023992,1.0
78,52502506.0,322.5,10.675,317.3400000000001,0.21244459100354962,-0.5918632009429103,-0.6149999999999984,4.0,0.00028749902774888314,-0.05601281904688227,1.0
79,52502524.0,322.5,10.7,317.3400000000001,0.21314728940635871,-0.5914870757749213,0.02499999999999858,18.0,0.0007026984028090932,0.0023391823531720194,1.0
80,52502541.0,322.5,10.733333333333333,317.3400000000001,0.21408397672819582,-0.5909890137374418,0.033333333333333215,17.0,0.0009366873218371041,0.00311042241439233,1.0
83,52502668.0,322.5,10.7,317.335,0.21306415699108097,-0.5916309540571874,0.01249999999999929,3.0,0.00035136521648451713,0.00116890720498174,1.0
85,52503320.0,322.5,10.748333333333333,317.3199999999999,0.21417324372535773,-0.5913377659151564,-0.33442528735632315,1.0,0.001140576873269905,-0.0306399195227073,1.0
88,52503324.0,322.5,10.741666666666667,317.325,0.21406897739543115,-0.5912941176202224,-0.5883333333333329,1.0,0.0010338489310814936,-0.053323814882773546,1.0
91,52503341.0,322.5,10.733333333333334,317.325,0.21383477799993555,-0.5914186141083633,0.03333333333333499,10.0,0.0009369719167842405,0.003110422414392552,1.0
92,52503379.0,322.5,10.74,317.32499999999993,0.2140221389032156,-0.5913189974195987,0.0066666666666659324,38.0,0.00018736090328003163,0.0006209251984656003,1.0
93,52503385.0,322.5,10.75,317.325,0.21430315947905193,-0.591169864533736,0.009999999999999787,6.0,0.00028102057583634377,0.0009306654929532579,1.0
