,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta,Mid_price_diff,Bid_time_diff,Mid_IV_diff,Mid_price_ret,Mid_IV_diff_sign
6,52501144.0,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858,-0.05000000000000071,2.0,-0.001418529376743416,-0.004629637898742105,-1.0
7,52501148.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,4.0,-0.0007094500058607567,-0.002322881416139527,-1.0
10,52501158.0,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858,-0.012500000000001066,3.0,-0.000354678440405487,-0.0011594204197349304,-1.0
11,52501171.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,13.0,-0.0007094500058607567,-0.002322881416139527,-1.0
14,52501207.0,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858,-0.02500000000000213,14.0,-0.0007093260470632801,-0.0023174981403627014,-1.0
15,52501238.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,31.0,-0.0007094500058607567,-0.002322881416139527,-1.0
17,52501251.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,5.0,-0.0007094500058607567,-0.002322881416139527,-1.0
19,52501279.0,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858,-1.7763568394002505e-15,17.0,-2.7755575615628914e-17,-1.1102230246251565e-16,-1.0
20,52501284.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,5.0,-0.0007094500058607567,-0.002322881416139527,-1.0
22,52501426.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,7.0,-0.0007094500058607567,-0.002322881416139527,-1.0
25,52501736.0,312.5,10.758333333333333,317.335,0.2237317898196667,0.606425972110447,-0.016666666666667496,240.0,-0.00047295282006060146,-0.0015479879252150999,-1.0
26,52501862.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.00833333333333286,126.0,-0.00023649718580018297,-0.0007748934909246878,-1.0
28,52501945.0,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858,-1.7763568394002505e-15,51.0,-2.7755575615628914e-17,-1.1102230246251565e-16,-1.0
29,52502147.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,202.0,-0.0007094500058607567,-0.002322881416139527,-1.0
31,52502342.0,312.5,10.774999999999999,317.345,0.2240326660253686,0.6065072942040395,-1.7763568394002505e-15,57.0,-5.551115123125783e-17,-1.1102230246251565e-16,-1.0
35,52502379.0,312.5,10.775,317.345,0.22403266602536864,0.6065072942040395,-0.025000000000000355,29.0,-0.0007094267014224331,-0.00231749814036259,-1.0
41,52502635.0,312.5,10.775,317.3400000000001,0.2241187161930408,0.6063832624343846,-0.049999999999998934,14.0,-0.0014186294826741275,-0.004629637898741994,-1.0
45,52502648.0,312.5,10.775,317.3400000000001,0.2241187161930408,0.6063832624343846,-0.025000000000000355,10.0,-0.0007093763095077643,-0.00231749814036259,-1.0
46,52502664.0,312.5,10.7625,317.335,0.22385003320988292,0.6063842340662262,-0.012500000000001066,16.0,-0.00026868298315788075,-0.0011607662359623871,-1.0
48,52502738.0,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209,-0.02499999999999858,26.0,-0.0007094500058607567,-0.002322881416139527,-1.0
50,52503379.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.02499999999999858,43.0,-0.00070934902446812,-0.002322881416139527,-1.0
54,52503523.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.05000000000000071,67.0,-0.0014185749338519738,-0.004640379556502225,-1.0
56,52504102.0,312.5,10.75,317.3300000000001,0.2235813459470572,0.6063852439213591,-0.05000000000000071,100.0,-0.0014186753638780747,-0.004640379556502225,-1.0
58,52504383.0,312.5,10.765625,317.33000000000004,0.22402473514722016,0.6062289291354439,-0.009374999999998579,217.0,-0.0002660102499265349,-0.0008704483358246722,-1.0
59,52504386.0,312.5,10.75,317.3300000000001,0.2235813459470572,0.6063852439213591,-0.015625,3.0,-0.000443389200162958,-0.0014524330803148745,-1.0
63,52504392.0,312.5,10.775,317.3300000000001,0.22429074539714675,0.6061354836229604,-0.049999999999998934,3.0,-0.001418429527886289,-0.004629637898741994,-1.0
64,52504456.0,312.5,10.774999999999999,317.3300000000001,0.2242907453971467,0.6061354836229604,-1.7763568394002505e-15,64.0,-5.551115123125783e-17,-1.1102230246251565e-16,-1.0
65,52504459.0,312.5,10.7625,317.3300000000001,0.22393606119207274,0.6062601347738727,-0.01249999999999929,3.0,-0.0003546842050739518,-0.001160766235962276,-1.0
69,52505986.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.025000000000000355,956.0,-0.0007093490244682032,-0.0023228814161397496,-1.0
71,52506177.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.012500000000001066,16.0,-0.00035468997925164336,-0.0011621151801774852,-1.0
73,52506884.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.025000000000000355,145.0,-0.0007093490244682032,-0.0023228814161397496,-1.0
78,52507773.0,312.5,10.774999999999999,317.325,0.2243767244969618,0.6060117363127837,-1.7763568394002505e-15,8.0,-8.326672684688674e-17,-1.1102230246251565e-16,-1.0
79,52507826.0,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882,-0.02499999999999858,53.0,-0.00070934902446812,-0.002322881416139527,-1.0
82,52507862.0,312.5,10.774999999999999,317.35,0.22394659210491327,0.6066314210647406,-0.02500000000000213,4.0,-0.0007094772231092394,-0.0023174981403627014,-1.0
84,52508002.0,312.5,10.774999999999999,317.35,0.22394659210491327,0.6066314210647406,-0.02500000000000213,11.0,-0.0007094772231092394,-0.0023174981403627014,-1.0
93,52508074.0,312.5,10.8,317.355,0.2245700222746856,0.6065051408277178,0.0,28.0,-8.604705333692397e-05,0.0,-1.0
95,52508185.0,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605,-0.02499999999999858,27.0,-0.0007093532450377915,-0.002312139758379391,-1.0
98,52508820.0,312.5,10.791666666666666,317.34999999999997,0.2244195907573392,0.6064645592444684,-0.008333333333334636,635.0,-0.00023647857068331835,-0.0007719027785820493,-1.0
