,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta,Mid_price_diff,Bid_time_diff,Mid_IV_diff,Mid_price_ret,Mid_IV_diff_sign
2,37200030.0,312.5,9.975,313.0,0.27001724000291233,0.5237166647011904,1.1916666666666664,1.0,0.03311565292005797,0.12722597645666556,1.0
4,37200065.0,312.5,8.825,313.015,0.23784137548777257,0.5232501056844363,0.02499999999999858,33.0,0.000476656227914124,0.0028368813351995355,1.0
7,37200088.0,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322,0.46250000000000036,4.0,0.012851636050484172,0.05398831024241874,1.0
8,37200108.0,311.25,9.49375,313.01499999999993,0.23880120408888747,0.5463701783360086,0.6937499999999996,20.0,0.001654522378691986,0.07588196587778516,1.0
11,37200204.0,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616,-0.4687499999999982,54.0,0.004633764341171853,-0.05189680541994421,1.0
13,37200353.0,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616,-0.48749999999999893,46.0,0.004110002969844345,-0.05391768855971664,1.0
15,37200464.0,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616,0.9250000000000007,7.0,0.025702932240494386,0.11105853677246405,1.0
17,37200687.0,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637,0.16250000000000142,15.0,0.00451549207276164,0.018638532390372633,1.0
18,37200756.0,312.5,8.816666666666668,313.01,0.23768250368361227,0.5231546368056783,0.016666666666667496,69.0,0.0004631302534345849,0.0018921481520379623,1.0
19,37200757.0,312.5,9.55,313.01,0.25806085002006185,0.523578626885346,0.7333333333333325,1.0,0.020378346336449582,0.0798972848564401,1.0
22,37200984.0,312.5,8.790000000000001,313.045,0.23643239411907696,0.5237852411235089,0.006666666666667709,4.0,0.00018524872805192327,0.0007587253778241857,1.0
23,37201046.0,312.5,8.8,313.03,0.236928531183664,0.5235134629100635,0.009999999999999787,62.0,0.0004961370645870378,0.001137009787075102,1.0
25,37201064.0,312.5,8.8,313.03,0.236928531183664,0.5235134629100635,0.9250000000000007,10.0,0.025702845807285768,0.11105853677246405,1.0
26,37201220.0,312.5,8.85,313.045,0.238099636063354,0.5238098825218529,0.049999999999998934,156.0,0.0011711048796899937,0.0056657375356773,1.0
28,37201262.0,312.5,9.3875,313.05,0.25296283264582947,0.5241581226409053,0.5874999999999986,38.0,0.01625256529500499,0.06462729560609225,1.0
30,37201272.0,312.5,8.816666666666668,313.05,0.23710060892869264,0.5238879259602314,0.016666666666667496,2.0,0.00046312142515203547,0.0018921481520379623,1.0
32,37201362.0,312.5,8.85,313.045,0.238099636063354,0.5238098825218529,0.049999999999998934,42.0,0.0014621485598133865,0.0056657375356773,1.0
35,37201433.0,312.5,8.8,313.045,0.23671026735082448,0.52378927838026,1.1000000000000014,36.0,0.03056533376379561,0.13353139262452277,1.0
37,37201552.0,312.5,8.8,313.045,0.23671026735082448,0.52378927838026,0.07500000000000107,43.0,0.00208404520979405,0.008559253395670131,1.0
39,37201899.0,312.5,8.8,313.045,0.23671026735082448,0.52378927838026,0.07500000000000107,136.0,0.00208404520979405,0.008559253395670131,1.0
40,37202059.0,312.5,8.85,313.045,0.238099636063354,0.5238098825218529,0.049999999999998934,160.0,0.0013893687125295096,0.0056657375356773,1.0
42,37202224.0,312.5,8.85,313.045,0.238099636063354,0.5238098825218529,0.049999999999998934,37.0,0.0013893687125295096,0.0056657375356773,1.0
46,37203503.0,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322,0.32500000000000107,1.0,0.00903091573797285,0.03763106821764703,1.0
47,37203537.0,311.25,9.50625,313.0150000000001,0.2391503207917729,0.5463426966077378,0.7062499999999989,34.0,0.002003639081577413,0.077197755541305,1.0
49,37203608.0,312.5,9.05,313.01499999999993,0.2440936766092188,0.5233648583274686,0.25,59.0,0.006946994899023312,0.028013036227673888,1.0
52,37203668.0,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322,0.012500000000001066,8.0,0.00034734643510964114,0.0014214643473776684,1.0
54,37203707.0,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322,0.012500000000001066,7.0,0.00034734643510964114,0.0014214643473776684,1.0
55,37203708.0,311.3888888888889,9.427777777777777,313.03499999999997,0.23866298099317731,0.5441820309142642,0.6277777777777764,1.0,0.0015162992829818311,0.06890869285985497,1.0
57,37203730.0,312.5,9.975,313.035,0.2695075638483441,0.5242751403251589,1.174999999999999,18.0,0.032651774669724964,0.12533024129176618,1.0
59,37203769.0,312.5,8.825,313.035,0.23755047614605307,0.5236161415516527,0.02499999999999858,34.0,0.0006946869674339107,0.0028368813351995355,1.0
60,37203810.0,312.5,9.975,313.035,0.2695075638483441,0.5242751403251589,1.1500000000000004,41.0,0.031957087702291054,0.12249335995656677,1.0
62,37203922.0,312.5,8.85,313.02,0.2384633626585488,0.5233533609894536,0.049999999999998934,47.0,0.0016075734799296526,0.0056657375356773,1.0
63,37203929.0,312.5,9.075,313.02,0.2447156583619627,0.5234670090479732,0.22499999999999964,7.0,0.0062522957034139015,0.02510592113107626,1.0
